id,name
9795665e-341c-4edf-825e-50d7a97219d2,Revolut
59494a30-176e-4853-af52-bb17b6becfde,Monzo
a9f7912d-0bd8-4af3-a4b2-16a08ec5b28d,Freetrade
279dfe16-7b0e-454c-8752-d271bfd78a74,Alfa-Bank
